"","time","posX","posY","orientation","mac","signal","rawTime","angle","posXY"
"17807",2006-02-11 14:53:24,10.99,7.19,289.5,"00:14:bf:b1:97:8d",-55,1139694804897,270,"10.99-7.19"
"17808",2006-02-11 14:53:24,10.99,7.19,289.5,"00:14:bf:b1:97:81",-67,1139694804897,270,"10.99-7.19"
"17809",2006-02-11 14:53:24,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-57,1139694804897,270,"10.99-7.19"
"17812",2006-02-11 14:53:25,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-43,1139694805149,270,"10.99-7.19"
"17813",2006-02-11 14:53:25,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-51,1139694805149,270,"10.99-7.19"
"17814",2006-02-11 14:53:25,10.99,7.19,289.5,"00:14:bf:b1:97:8d",-59,1139694805149,270,"10.99-7.19"
"17815",2006-02-11 14:53:25,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-57,1139694805149,270,"10.99-7.19"
"17816",2006-02-11 14:53:25,10.99,7.19,289.5,"00:14:bf:b1:97:90",-67,1139694805149,270,"10.99-7.19"
"17817",2006-02-11 14:53:25,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-65,1139694805149,270,"10.99-7.19"
"17818",2006-02-11 14:53:25,10.99,7.19,289.5,"00:14:bf:b1:97:81",-62,1139694805149,270,"10.99-7.19"
"17821",2006-02-11 14:53:25,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-43,1139694805401,270,"10.99-7.19"
"17822",2006-02-11 14:53:25,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-50,1139694805401,270,"10.99-7.19"
"17823",2006-02-11 14:53:25,10.99,7.19,289.5,"00:14:bf:b1:97:8d",-52,1139694805401,270,"10.99-7.19"
"17824",2006-02-11 14:53:25,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-56,1139694805401,270,"10.99-7.19"
"17825",2006-02-11 14:53:25,10.99,7.19,289.5,"00:14:bf:b1:97:90",-68,1139694805401,270,"10.99-7.19"
"17826",2006-02-11 14:53:25,10.99,7.19,289.5,"00:14:bf:b1:97:81",-71,1139694805401,270,"10.99-7.19"
"17827",2006-02-11 14:53:25,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-65,1139694805401,270,"10.99-7.19"
"17830",2006-02-11 14:53:25,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-42,1139694805653,270,"10.99-7.19"
"17831",2006-02-11 14:53:25,10.99,7.19,289.5,"00:14:bf:b1:97:8d",-59,1139694805653,270,"10.99-7.19"
"17832",2006-02-11 14:53:25,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-55,1139694805653,270,"10.99-7.19"
"17833",2006-02-11 14:53:25,10.99,7.19,289.5,"00:14:bf:b1:97:81",-58,1139694805653,270,"10.99-7.19"
"17834",2006-02-11 14:53:25,10.99,7.19,289.5,"00:14:bf:b1:97:90",-67,1139694805653,270,"10.99-7.19"
"17835",2006-02-11 14:53:25,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-56,1139694805653,270,"10.99-7.19"
"17838",2006-02-11 14:53:25,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-47,1139694805905,270,"10.99-7.19"
"17839",2006-02-11 14:53:25,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-52,1139694805905,270,"10.99-7.19"
"17840",2006-02-11 14:53:25,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-57,1139694805905,270,"10.99-7.19"
"17841",2006-02-11 14:53:25,10.99,7.19,289.5,"00:14:bf:b1:97:81",-55,1139694805905,270,"10.99-7.19"
"17842",2006-02-11 14:53:25,10.99,7.19,289.5,"00:14:bf:b1:97:8d",-60,1139694805905,270,"10.99-7.19"
"17843",2006-02-11 14:53:25,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-54,1139694805905,270,"10.99-7.19"
"17846",2006-02-11 14:53:26,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-48,1139694806157,270,"10.99-7.19"
"17847",2006-02-11 14:53:26,10.99,7.19,289.5,"00:14:bf:b1:97:81",-56,1139694806157,270,"10.99-7.19"
"17848",2006-02-11 14:53:26,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-53,1139694806157,270,"10.99-7.19"
"17849",2006-02-11 14:53:26,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-54,1139694806157,270,"10.99-7.19"
"17850",2006-02-11 14:53:26,10.99,7.19,289.5,"00:14:bf:b1:97:90",-64,1139694806157,270,"10.99-7.19"
"17851",2006-02-11 14:53:26,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-60,1139694806157,270,"10.99-7.19"
"17852",2006-02-11 14:53:26,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-66,1139694806157,270,"10.99-7.19"
"17854",2006-02-11 14:53:26,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-55,1139694806409,270,"10.99-7.19"
"17855",2006-02-11 14:53:26,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-48,1139694806409,270,"10.99-7.19"
"17856",2006-02-11 14:53:26,10.99,7.19,289.5,"00:14:bf:b1:97:81",-56,1139694806409,270,"10.99-7.19"
"17857",2006-02-11 14:53:26,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-53,1139694806409,270,"10.99-7.19"
"17858",2006-02-11 14:53:26,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-53,1139694806409,270,"10.99-7.19"
"17859",2006-02-11 14:53:26,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-66,1139694806409,270,"10.99-7.19"
"17860",2006-02-11 14:53:26,10.99,7.19,289.5,"00:14:bf:b1:97:90",-67,1139694806409,270,"10.99-7.19"
"17863",2006-02-11 14:53:26,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-49,1139694806661,270,"10.99-7.19"
"17864",2006-02-11 14:53:26,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-48,1139694806661,270,"10.99-7.19"
"17865",2006-02-11 14:53:26,10.99,7.19,289.5,"00:14:bf:b1:97:81",-54,1139694806661,270,"10.99-7.19"
"17866",2006-02-11 14:53:26,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-57,1139694806661,270,"10.99-7.19"
"17867",2006-02-11 14:53:26,10.99,7.19,289.5,"00:14:bf:b1:97:90",-65,1139694806661,270,"10.99-7.19"
"17868",2006-02-11 14:53:26,10.99,7.19,289.5,"00:14:bf:b1:97:8d",-53,1139694806661,270,"10.99-7.19"
"17869",2006-02-11 14:53:26,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-62,1139694806661,270,"10.99-7.19"
"17872",2006-02-11 14:53:26,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-42,1139694806913,270,"10.99-7.19"
"17873",2006-02-11 14:53:26,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-51,1139694806913,270,"10.99-7.19"
"17874",2006-02-11 14:53:26,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-57,1139694806913,270,"10.99-7.19"
"17875",2006-02-11 14:53:26,10.99,7.19,289.5,"00:14:bf:b1:97:8d",-60,1139694806913,270,"10.99-7.19"
"17876",2006-02-11 14:53:26,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-55,1139694806913,270,"10.99-7.19"
"17877",2006-02-11 14:53:26,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-55,1139694806913,270,"10.99-7.19"
"17880",2006-02-11 14:53:27,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-42,1139694807165,270,"10.99-7.19"
"17881",2006-02-11 14:53:27,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-50,1139694807165,270,"10.99-7.19"
"17882",2006-02-11 14:53:27,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-55,1139694807165,270,"10.99-7.19"
"17883",2006-02-11 14:53:27,10.99,7.19,289.5,"00:14:bf:b1:97:8d",-60,1139694807165,270,"10.99-7.19"
"17884",2006-02-11 14:53:27,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-66,1139694807165,270,"10.99-7.19"
"17886",2006-02-11 14:53:27,10.99,7.19,289.5,"00:14:bf:b1:97:8d",-53,1139694807417,270,"10.99-7.19"
"17887",2006-02-11 14:53:27,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-43,1139694807417,270,"10.99-7.19"
"17888",2006-02-11 14:53:27,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-54,1139694807417,270,"10.99-7.19"
"17889",2006-02-11 14:53:27,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-55,1139694807417,270,"10.99-7.19"
"17890",2006-02-11 14:53:27,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-56,1139694807417,270,"10.99-7.19"
"17891",2006-02-11 14:53:27,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-56,1139694807417,270,"10.99-7.19"
"17892",2006-02-11 14:53:27,10.99,7.19,289.5,"00:14:bf:b1:97:81",-57,1139694807417,270,"10.99-7.19"
"17893",2006-02-11 14:53:27,10.99,7.19,289.5,"00:14:bf:b1:97:90",-67,1139694807417,270,"10.99-7.19"
"17894",2006-02-11 14:53:27,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-55,1139694807417,270,"10.99-7.19"
"17897",2006-02-11 14:53:27,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-42,1139694807669,270,"10.99-7.19"
"17898",2006-02-11 14:53:27,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-52,1139694807669,270,"10.99-7.19"
"17899",2006-02-11 14:53:27,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-55,1139694807669,270,"10.99-7.19"
"17900",2006-02-11 14:53:27,10.99,7.19,289.5,"00:14:bf:b1:97:81",-56,1139694807669,270,"10.99-7.19"
"17901",2006-02-11 14:53:27,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-56,1139694807669,270,"10.99-7.19"
"17904",2006-02-11 14:53:27,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-43,1139694807921,270,"10.99-7.19"
"17905",2006-02-11 14:53:27,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-48,1139694807921,270,"10.99-7.19"
"17906",2006-02-11 14:53:27,10.99,7.19,289.5,"00:14:bf:b1:97:8d",-61,1139694807921,270,"10.99-7.19"
"17907",2006-02-11 14:53:27,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-56,1139694807921,270,"10.99-7.19"
"17908",2006-02-11 14:53:27,10.99,7.19,289.5,"00:14:bf:b1:97:90",-66,1139694807921,270,"10.99-7.19"
"17909",2006-02-11 14:53:27,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-57,1139694807921,270,"10.99-7.19"
"17912",2006-02-11 14:53:28,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-43,1139694808173,270,"10.99-7.19"
"17913",2006-02-11 14:53:28,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-49,1139694808173,270,"10.99-7.19"
"17914",2006-02-11 14:53:28,10.99,7.19,289.5,"00:14:bf:b1:97:8d",-58,1139694808173,270,"10.99-7.19"
"17915",2006-02-11 14:53:28,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-61,1139694808173,270,"10.99-7.19"
"17916",2006-02-11 14:53:28,10.99,7.19,289.5,"00:14:bf:b1:97:81",-55,1139694808173,270,"10.99-7.19"
"17917",2006-02-11 14:53:28,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-64,1139694808173,270,"10.99-7.19"
"17918",2006-02-11 14:53:28,10.99,7.19,289.5,"00:14:bf:b1:97:90",-69,1139694808173,270,"10.99-7.19"
"17921",2006-02-11 14:53:28,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-43,1139694808425,270,"10.99-7.19"
"17922",2006-02-11 14:53:28,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-50,1139694808425,270,"10.99-7.19"
"17923",2006-02-11 14:53:28,10.99,7.19,289.5,"00:14:bf:b1:97:8d",-50,1139694808425,270,"10.99-7.19"
"17924",2006-02-11 14:53:28,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-67,1139694808425,270,"10.99-7.19"
"17925",2006-02-11 14:53:28,10.99,7.19,289.5,"00:14:bf:b1:97:90",-69,1139694808425,270,"10.99-7.19"
"17928",2006-02-11 14:53:28,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-42,1139694808677,270,"10.99-7.19"
"17929",2006-02-11 14:53:28,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-51,1139694808677,270,"10.99-7.19"
"17930",2006-02-11 14:53:28,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-65,1139694808677,270,"10.99-7.19"
"17931",2006-02-11 14:53:28,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-66,1139694808677,270,"10.99-7.19"
"17932",2006-02-11 14:53:28,10.99,7.19,289.5,"00:14:bf:b1:97:81",-54,1139694808677,270,"10.99-7.19"
"17933",2006-02-11 14:53:28,10.99,7.19,289.5,"00:14:bf:b1:97:90",-66,1139694808677,270,"10.99-7.19"
"17936",2006-02-11 14:53:28,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-52,1139694808929,270,"10.99-7.19"
"17937",2006-02-11 14:53:28,10.99,7.19,289.5,"00:14:bf:b1:97:8d",-56,1139694808929,270,"10.99-7.19"
"17938",2006-02-11 14:53:28,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-46,1139694808929,270,"10.99-7.19"
"17939",2006-02-11 14:53:28,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-56,1139694808929,270,"10.99-7.19"
"17940",2006-02-11 14:53:28,10.99,7.19,289.5,"00:14:bf:b1:97:90",-68,1139694808929,270,"10.99-7.19"
"17941",2006-02-11 14:53:28,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-56,1139694808929,270,"10.99-7.19"
"17944",2006-02-11 14:53:29,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-49,1139694809181,270,"10.99-7.19"
"17945",2006-02-11 14:53:29,10.99,7.19,289.5,"00:14:bf:b1:97:8d",-50,1139694809181,270,"10.99-7.19"
"17946",2006-02-11 14:53:29,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-47,1139694809181,270,"10.99-7.19"
"17947",2006-02-11 14:53:29,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-53,1139694809181,270,"10.99-7.19"
"17948",2006-02-11 14:53:29,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-58,1139694809181,270,"10.99-7.19"
"17949",2006-02-11 14:53:29,10.99,7.19,289.5,"00:14:bf:b1:97:81",-56,1139694809181,270,"10.99-7.19"
"17950",2006-02-11 14:53:29,10.99,7.19,289.5,"00:14:bf:b1:97:90",-65,1139694809181,270,"10.99-7.19"
"17951",2006-02-11 14:53:29,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-56,1139694809181,270,"10.99-7.19"
"17954",2006-02-11 14:53:29,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-46,1139694809433,270,"10.99-7.19"
"17955",2006-02-11 14:53:29,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-49,1139694809433,270,"10.99-7.19"
"17956",2006-02-11 14:53:29,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-58,1139694809433,270,"10.99-7.19"
"17957",2006-02-11 14:53:29,10.99,7.19,289.5,"00:14:bf:b1:97:8d",-55,1139694809433,270,"10.99-7.19"
"17958",2006-02-11 14:53:29,10.99,7.19,289.5,"00:14:bf:b1:97:81",-55,1139694809433,270,"10.99-7.19"
"17959",2006-02-11 14:53:29,10.99,7.19,289.5,"00:14:bf:b1:97:90",-67,1139694809433,270,"10.99-7.19"
"17960",2006-02-11 14:53:29,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-66,1139694809433,270,"10.99-7.19"
"17962",2006-02-11 14:53:29,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-48,1139694809685,270,"10.99-7.19"
"17963",2006-02-11 14:53:29,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-46,1139694809685,270,"10.99-7.19"
"17964",2006-02-11 14:53:29,10.99,7.19,289.5,"00:14:bf:b1:97:8d",-55,1139694809685,270,"10.99-7.19"
"17965",2006-02-11 14:53:29,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-58,1139694809685,270,"10.99-7.19"
"17966",2006-02-11 14:53:29,10.99,7.19,289.5,"00:14:bf:b1:97:81",-56,1139694809685,270,"10.99-7.19"
"17967",2006-02-11 14:53:29,10.99,7.19,289.5,"00:14:bf:b1:97:90",-62,1139694809685,270,"10.99-7.19"
"17968",2006-02-11 14:53:29,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-56,1139694809685,270,"10.99-7.19"
"17971",2006-02-11 14:53:29,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-47,1139694809937,270,"10.99-7.19"
"17972",2006-02-11 14:53:29,10.99,7.19,289.5,"00:14:bf:b1:97:8d",-57,1139694809937,270,"10.99-7.19"
"17973",2006-02-11 14:53:29,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-49,1139694809937,270,"10.99-7.19"
"17974",2006-02-11 14:53:29,10.99,7.19,289.5,"00:14:bf:b1:97:81",-56,1139694809937,270,"10.99-7.19"
"17975",2006-02-11 14:53:29,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-57,1139694809937,270,"10.99-7.19"
"17976",2006-02-11 14:53:29,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-58,1139694809937,270,"10.99-7.19"
"17977",2006-02-11 14:53:29,10.99,7.19,289.5,"00:14:bf:b1:97:90",-67,1139694809937,270,"10.99-7.19"
"17978",2006-02-11 14:53:29,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-58,1139694809937,270,"10.99-7.19"
"17981",2006-02-11 14:53:30,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-48,1139694810189,270,"10.99-7.19"
"17982",2006-02-11 14:53:30,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-41,1139694810189,270,"10.99-7.19"
"17983",2006-02-11 14:53:30,10.99,7.19,289.5,"00:14:bf:b1:97:81",-55,1139694810189,270,"10.99-7.19"
"17984",2006-02-11 14:53:30,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-58,1139694810189,270,"10.99-7.19"
"17985",2006-02-11 14:53:30,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-56,1139694810189,270,"10.99-7.19"
"17986",2006-02-11 14:53:30,10.99,7.19,289.5,"00:14:bf:b1:97:8d",-52,1139694810189,270,"10.99-7.19"
"17987",2006-02-11 14:53:30,10.99,7.19,289.5,"00:14:bf:b1:97:90",-58,1139694810189,270,"10.99-7.19"
"17990",2006-02-11 14:53:30,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-41,1139694810441,270,"10.99-7.19"
"17991",2006-02-11 14:53:30,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-48,1139694810441,270,"10.99-7.19"
"17992",2006-02-11 14:53:30,10.99,7.19,289.5,"00:14:bf:b1:97:81",-56,1139694810441,270,"10.99-7.19"
"17993",2006-02-11 14:53:30,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-58,1139694810441,270,"10.99-7.19"
"17994",2006-02-11 14:53:30,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-58,1139694810441,270,"10.99-7.19"
"17995",2006-02-11 14:53:30,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-64,1139694810441,270,"10.99-7.19"
"17996",2006-02-11 14:53:30,10.99,7.19,289.5,"00:14:bf:b1:97:8d",-52,1139694810441,270,"10.99-7.19"
"17999",2006-02-11 14:53:30,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-41,1139694810693,270,"10.99-7.19"
"18000",2006-02-11 14:53:30,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-49,1139694810693,270,"10.99-7.19"
"18001",2006-02-11 14:53:30,10.99,7.19,289.5,"00:14:bf:b1:97:8d",-55,1139694810693,270,"10.99-7.19"
"18002",2006-02-11 14:53:30,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-58,1139694810693,270,"10.99-7.19"
"18003",2006-02-11 14:53:30,10.99,7.19,289.5,"00:14:bf:b1:97:90",-65,1139694810693,270,"10.99-7.19"
"18004",2006-02-11 14:53:30,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-57,1139694810693,270,"10.99-7.19"
"18005",2006-02-11 14:53:30,10.99,7.19,289.5,"00:14:bf:b1:97:81",-67,1139694810693,270,"10.99-7.19"
"18008",2006-02-11 14:53:30,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-42,1139694810945,270,"10.99-7.19"
"18009",2006-02-11 14:53:30,10.99,7.19,289.5,"00:14:bf:b1:97:81",-53,1139694810945,270,"10.99-7.19"
"18010",2006-02-11 14:53:30,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-56,1139694810945,270,"10.99-7.19"
"18011",2006-02-11 14:53:30,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-55,1139694810945,270,"10.99-7.19"
"18012",2006-02-11 14:53:30,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-65,1139694810945,270,"10.99-7.19"
"18013",2006-02-11 14:53:30,10.99,7.19,289.5,"00:14:bf:b1:97:90",-73,1139694810945,270,"10.99-7.19"
"18015",2006-02-11 14:53:31,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-42,1139694811197,270,"10.99-7.19"
"18016",2006-02-11 14:53:31,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-54,1139694811197,270,"10.99-7.19"
"18017",2006-02-11 14:53:31,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-55,1139694811197,270,"10.99-7.19"
"18018",2006-02-11 14:53:31,10.99,7.19,289.5,"00:14:bf:b1:97:8d",-57,1139694811197,270,"10.99-7.19"
"18019",2006-02-11 14:53:31,10.99,7.19,289.5,"00:14:bf:b1:97:90",-64,1139694811197,270,"10.99-7.19"
"18020",2006-02-11 14:53:31,10.99,7.19,289.5,"00:14:bf:b1:97:81",-57,1139694811197,270,"10.99-7.19"
"18021",2006-02-11 14:53:31,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-67,1139694811197,270,"10.99-7.19"
"18024",2006-02-11 14:53:31,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-43,1139694811449,270,"10.99-7.19"
"18025",2006-02-11 14:53:31,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-56,1139694811449,270,"10.99-7.19"
"18026",2006-02-11 14:53:31,10.99,7.19,289.5,"00:14:bf:b1:97:81",-54,1139694811449,270,"10.99-7.19"
"18027",2006-02-11 14:53:31,10.99,7.19,289.5,"00:14:bf:b1:97:8d",-56,1139694811449,270,"10.99-7.19"
"18028",2006-02-11 14:53:31,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-55,1139694811449,270,"10.99-7.19"
"18029",2006-02-11 14:53:31,10.99,7.19,289.5,"00:14:bf:b1:97:90",-58,1139694811449,270,"10.99-7.19"
"18030",2006-02-11 14:53:31,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-58,1139694811449,270,"10.99-7.19"
"18033",2006-02-11 14:53:31,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-41,1139694811701,270,"10.99-7.19"
"18034",2006-02-11 14:53:31,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-47,1139694811701,270,"10.99-7.19"
"18035",2006-02-11 14:53:31,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-57,1139694811701,270,"10.99-7.19"
"18036",2006-02-11 14:53:31,10.99,7.19,289.5,"00:14:bf:b1:97:81",-53,1139694811701,270,"10.99-7.19"
"18037",2006-02-11 14:53:31,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-57,1139694811701,270,"10.99-7.19"
"18040",2006-02-11 14:53:31,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-42,1139694811953,270,"10.99-7.19"
"18041",2006-02-11 14:53:31,10.99,7.19,289.5,"00:14:bf:b1:97:8d",-51,1139694811953,270,"10.99-7.19"
"18042",2006-02-11 14:53:31,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-54,1139694811953,270,"10.99-7.19"
"18043",2006-02-11 14:53:31,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-56,1139694811953,270,"10.99-7.19"
"18044",2006-02-11 14:53:31,10.99,7.19,289.5,"00:14:bf:b1:97:81",-63,1139694811953,270,"10.99-7.19"
"18045",2006-02-11 14:53:31,10.99,7.19,289.5,"00:14:bf:b1:97:90",-64,1139694811953,270,"10.99-7.19"
"18046",2006-02-11 14:53:31,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-55,1139694811953,270,"10.99-7.19"
"18049",2006-02-11 14:53:32,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-45,1139694812205,270,"10.99-7.19"
"18050",2006-02-11 14:53:32,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-49,1139694812205,270,"10.99-7.19"
"18051",2006-02-11 14:53:32,10.99,7.19,289.5,"00:14:bf:b1:97:8d",-56,1139694812205,270,"10.99-7.19"
"18052",2006-02-11 14:53:32,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-56,1139694812205,270,"10.99-7.19"
"18053",2006-02-11 14:53:32,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-56,1139694812205,270,"10.99-7.19"
"18054",2006-02-11 14:53:32,10.99,7.19,289.5,"00:14:bf:b1:97:90",-65,1139694812205,270,"10.99-7.19"
"18055",2006-02-11 14:53:32,10.99,7.19,289.5,"00:14:bf:b1:97:81",-66,1139694812205,270,"10.99-7.19"
"18058",2006-02-11 14:53:32,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-45,1139694812457,270,"10.99-7.19"
"18059",2006-02-11 14:53:32,10.99,7.19,289.5,"00:14:bf:b1:97:8d",-52,1139694812457,270,"10.99-7.19"
"18060",2006-02-11 14:53:32,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-48,1139694812457,270,"10.99-7.19"
"18061",2006-02-11 14:53:32,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-58,1139694812457,270,"10.99-7.19"
"18062",2006-02-11 14:53:32,10.99,7.19,289.5,"00:14:bf:b1:97:90",-65,1139694812457,270,"10.99-7.19"
"18063",2006-02-11 14:53:32,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-57,1139694812457,270,"10.99-7.19"
"18066",2006-02-11 14:53:32,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-46,1139694812709,270,"10.99-7.19"
"18067",2006-02-11 14:53:32,10.99,7.19,289.5,"00:14:bf:b1:97:8d",-51,1139694812709,270,"10.99-7.19"
"18068",2006-02-11 14:53:32,10.99,7.19,289.5,"00:14:bf:b1:97:81",-54,1139694812709,270,"10.99-7.19"
"18069",2006-02-11 14:53:32,10.99,7.19,289.5,"00:14:bf:b1:97:8a",-58,1139694812709,270,"10.99-7.19"
"18070",2006-02-11 14:53:32,10.99,7.19,289.5,"00:14:bf:b1:97:90",-66,1139694812709,270,"10.99-7.19"
"18071",2006-02-11 14:53:32,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-54,1139694812709,270,"10.99-7.19"
"18072",2006-02-11 14:53:32,10.99,7.19,289.5,"00:0f:a3:39:dd:cd",-56,1139694812709,270,"10.99-7.19"
"18075",2006-02-11 14:53:32,10.99,7.19,289.5,"00:14:bf:3b:c7:c6",-50,1139694812961,270,"10.99-7.19"
"18076",2006-02-11 14:53:32,10.99,7.19,289.5,"00:0f:a3:39:e1:c0",-45,1139694812961,270,"10.99-7.19"
